0,3.4876756473578623
1,3.368414759315886
2,3.3977784859850124
3,3.353935530745546
4,3.2696923404788474
5,3.3947851872833072
6,3.2608669145912756
maximun,3.4876756473578623
minimum,3.2608669145912756
d,0.22680873276658664
0,3.4876756473578623
1,3.356585618247716
2,3.404811793294096
3,3.354688127904488
4,3.282787758280726
5,3.390872777875811
6,3.2608497117049713
maximun,3.4876756473578623
minimum,3.2608497117049713
d,0.226825935652891
0,3.4861695086646063
1,3.2980320424704472
2,3.420032169420815
3,3.4001611780504493
4,3.311300798462766
5,3.360560931034655
6,3.2670066914029063
maximun,3.4861695086646063
minimum,3.2670066914029063
d,0.21916281726169995
0,3.4861695086646063
1,3.2777257997793505
2,3.420032169420815
3,3.4001611780504493
4,3.311300798462766
5,3.360560931034655
6,3.2941105772186163
maximun,3.4861695086646063
minimum,3.2777257997793505
d,0.20844370888525576
0,3.4862527668133354
1,3.2777257997793505
2,3.420032169420815
3,3.4009085722570145
4,3.3108881328455335
5,3.360560931034655
6,3.2670066914029063
maximun,3.4862527668133354
minimum,3.2670066914029063
d,0.21924607541042906
