(1810L, 1942L, 1867L, 2043L)
(1827L, 2502L, 1903L, 2550L)
(1830L, 1172L, 1879L, 1235L)
(1835L, 2201L, 1987L, 2319L)
(1852L, 2106L, 1990L, 2289L)
(1853L, 1902L, 2202L, 2173L)
(1856L, 1771L, 2020L, 1840L)
(1856L, 1836L, 1919L, 1902L)
(1860L, 1733L, 1976L, 1784L)
(1861L, 2063L, 1895L, 2092L)
(1863L, 287L, 2092L, 723L)
(1863L, 2090L, 1996L, 2231L)
(1864L, 1667L, 1975L, 1734L)
(1875L, 1163L, 1962L, 1217L)
(1876L, 1592L, 1965L, 1669L)
(1878L, 1216L, 1962L, 1271L)
(1878L, 1252L, 1978L, 1319L)
(1878L, 1315L, 2033L, 1453L)
(1878L, 1453L, 2027L, 1595L)
(1879L, 1391L, 2020L, 1454L)
(1890L, 1097L, 1960L, 1165L)
(1910L, 1452L, 2027L, 1508L)
(1913L, 1039L, 1967L, 1100L)
(1919L, 1593L, 2024L, 1667L)
(1920L, 1839L, 2026L, 1914L)
(1929L, 1130L, 1960L, 1163L)
(1930L, 2097L, 2120L, 2232L)
(1932L, 909L, 2024L, 1045L)
(1958L, 5L, 2137L, 312L)
(1960L, 1100L, 2025L, 1163L)
(1962L, 1161L, 2047L, 1215L)
(1963L, 1043L, 2024L, 1099L)
(1963L, 1211L, 2030L, 1252L)
(1967L, 1246L, 2033L, 1317L)
(1969L, 2541L, 2125L, 2581L)
(1975L, 1667L, 2024L, 1732L)
(1976L, 1733L, 2024L, 1788L)
(1977L, 1115L, 2006L, 1143L)
(1980L, 652L, 2222L, 911L)
(1987L, 2176L, 2068L, 2291L)
(1993L, 583L, 2042L, 660L)
(1997L, 2237L, 2169L, 2386L)
(2010L, 448L, 2138L, 583L)
(2015L, 1729L, 2201L, 1920L)
(2019L, 910L, 2107L, 949L)
(2023L, 1517L, 2071L, 1597L)
(2024L, 1038L, 2218L, 1101L)
(2025L, 950L, 2105L, 997L)
(2025L, 986L, 2102L, 1041L)
(2025L, 1236L, 2098L, 1316L)
(2025L, 1315L, 2136L, 1458L)
(2025L, 1456L, 2149L, 1528L)
(2025L, 1597L, 2070L, 1666L)
(2025L, 1667L, 2100L, 1732L)
(2026L, 1099L, 2097L, 1161L)
(2027L, 1208L, 2099L, 1244L)
(2039L, 1159L, 2101L, 1210L)
(2042L, 580L, 2105L, 653L)
(2054L, 1114L, 2099L, 1160L)
(2066L, 315L, 2222L, 507L)
(2069L, 1599L, 2144L, 1666L)
(2069L, 1665L, 2147L, 1732L)
(2069L, 2175L, 2164L, 2274L)
(2071L, 1510L, 2202L, 1602L)
(2078L, 5L, 2401L, 357L)
(2092L, 491L, 2222L, 582L)
(2093L, 23L, 2171L, 321L)
(2093L, 1473L, 2154L, 1520L)
(2098L, 1100L, 2168L, 1159L)
(2099L, 1237L, 2210L, 1320L)
(2100L, 1158L, 2167L, 1237L)
(2101L, 908L, 2222L, 1040L)
(2101L, 1318L, 2207L, 1465L)
(2103L, 2275L, 2152L, 2310L)
(2105L, 579L, 2158L, 654L)
(2112L, 1707L, 2198L, 1833L)
(2114L, 2319L, 2360L, 2568L)
(2117L, 2531L, 2331L, 2581L)
(2122L, 1926L, 2308L, 2251L)
(2126L, 2208L, 2324L, 2445L)
(2137L, 325L, 2222L, 428L)
(2140L, 1479L, 2201L, 1565L)
(2142L, 1602L, 2201L, 1677L)
(2145L, 1669L, 2196L, 1728L)
(2149L, 1460L, 2197L, 1492L)
(2152L, 580L, 2222L, 664L)
(2154L, 1151L, 2214L, 1240L)
(2161L, 37L, 2245L, 110L)
(2168L, 1100L, 2216L, 1156L)
(2173L, 1713L, 2202L, 1804L)
(2192L, 1667L, 2314L, 1935L)
(2194L, 1589L, 2282L, 1692L)
(2197L, 1461L, 2401L, 1718L)
(2199L, 1831L, 2303L, 1976L)
(2204L, 1099L, 2401L, 1465L)
(2216L, 351L, 2401L, 433L)
(2216L, 897L, 2401L, 1146L)
(2217L, 687L, 2401L, 915L)
(2219L, 584L, 2401L, 694L)
(2223L, 422L, 2401L, 583L)
(2276L, 1391L, 2401L, 1468L)
(2289L, 2267L, 2401L, 2491L)
(2291L, 2197L, 2401L, 2344L)
(2293L, 1669L, 2401L, 1837L)
(2294L, 1986L, 2401L, 2201L)
(2296L, 1749L, 2401L, 1995L)
(2311L, 1984L, 2401L, 2074L)
(2332L, 2515L, 2401L, 2581L)
(2360L, 2445L, 2401L, 2525L)
(2362L, 5L, 2401L, 33L)
(2385L, 1964L, 2401L, 1998L)
(2388L, 1100L, 2401L, 1188L)
